,article_id,libelle,prix,cond,famille
0,1010,HUILE ARACHIDE 25 L,60.71,BIDON,HUILES
1,1011,HUILE ARACHIDE 5 L,14.33,BIDON,HUILES
2,1012,HUILE ARACHIDE 1 L,2.87,BOUTE,HUILES
3,1014,HUILE MEZZO 1 L (50%OLIVE50%TOURNESOL),2.67,BOUTE,HUILES
4,1015,HUILE COLZA 5 L,7.57,BIDON,HUILES
5,1016,HUILE COLZA 1 L,1.71,BOUTE,HUILES
6,1020,HUILE TOURNESOL 25 L,37.14,BIDON,HUILES
7,1021,HUILE TOURNESOL 5 L,8.0,BIDON,HUILES
8,1022,HUILE TOURNESOL 1 L,1.6,BOUTE,HUILES
9,1031,HUILE OLIVE 5 L,24.0,BIDON,HUILES
10,1032,HUILE OLIVE 1 L,4.83,BOUTE,HUILES
11,1033,HUILE OLIVE VIERGE EXTRA BENOIT BV 1L,6.8,BOUTE,HUILES
12,1034,HUILE OLIVE EXTRA VIERGE 250ML ITALIANO,3.98,FLACO,HUILES
13,1035,HUILE OLIVE SPRAY 25CL - CODEFA,4.45,SPRAY,HUILES
14,1036,HUILE OLIVE VIERGE EXTRA JEAN ROMEO 75CL,4.43,BOUTE,HUILES
15,1039,HUILE PIMENTEE 50CL - LESIEUR,6.43,BOUTE,HUILES
16,1040,HUILE FRITURE CUISSON 25 L,45.77,BIDON,HUILES
17,1041,HUILE FRITURE CUISSON 5 L,9.15,BIDON,HUILES
18,1042,HUILE OLIVE 25 CL VERRE,5.7,BOUTE,HUILES
19,1047,HUILE OLIVE BV 50CL,4.45,BOUTE,HUILES
20,1054,HUILE OLIVE TRUFFE 250ML,12.15,BOUTE,HUILES
21,1055,HUILE TRUFFE BLANCHE 250 ML EMPORIO,12.0,BOUTE,HUILES
22,1070,HUILE PEPIN DE RAISIN 5L,17.97,BIDON,HUILES
23,1072,HUILE PEPIN DE RAISIN 1L,3.91,BOUTE,HUILES
24,1080,BOMBE A GRAISSE 600 ML,4.93,SPRAY,HUILES
25,1110,HUILE RISSO ELITE BIDON 10 L,28.45,BIDON,HUILES
26,1130,HUILE D'OLIVE AU PIMENT 25CL VR-CODEFA,2.99,BOUTE,HUILES
27,1230,HUILE PIMENTEE X 200,7.89,CARTO,HUILES
28,1232,HUILE PIMENTEE GYMA X 1000,27.15,CARTO,HUILES
29,1300,HUILE DE NOIX 25 CL,5.37,BOUTE,HUILES
30,1305,HUILE DE NOISETTE 25 CL,5.06,BOUTE,HUILES
31,1400,HUILE DE SESAME 600 ML,10.92,BOUTE,HUILES
32,2015,CANTAL RAPE TRADILAIT 2KG,6.94,KG,FROMAGES
33,2020,CANTAL RAPE TRAD-SAC 2.5 KG,19.55,SAC,FROMAGES
34,2025,CANTABRIK RAPE KAASBRIK - SAC 2KG,11.29,SAC,FROMAGES
35,2030,CANTAMIL SAC 2 KG,14.71,SAC,FROMAGES
36,2031,FROMAGE IL FILANTE SAC 2KG,13.24,SAC,FROMAGES
37,2050,ASIAGO 1/4 DE MEULE-LE KG,11.43,KG,FROMAGES
38,2055,CANTAL JEUNE MEULE -  LE KG,8.51,KG,FROMAGES
39,2100,EMMENTAL BLOC ENV. 3 KG - LE KG,6.75,KG,FROMAGES
40,2101,EMMENTAL BLOC ENV 1.5 KG - LE KG,7.62,KG,FROMAGES
41,2105,EMMENTAL LS ENV 250G - LE KG,9.39,KG,FROMAGES
42,2110,CRU/SAVOIE 1/4 (MEULE TARENT) - LE KG -,9.99,KG,FROMAGES
43,2112,CROUTE FLEURIE KG,12.79,KG,FROMAGES
44,2125,EMMENTAL TRANCHE  5X15 - 1 KG,8.15,PIECE,FROMAGES
45,2130,EMMENTAL RAPE FIN 1KG,6.45,SACHE,FROMAGES
46,2131,EMMENTAL RAPE GROS MULIN 1KG,5.78,SACHE,FROMAGES
47,2132,FROMAGE RAPE(4 FROM.)  POUR FONDUE 1 KG,10.31,BARQU,FROMAGES
48,2150,GRANA BLOC - LE KG,15.22,KG,FROMAGES
49,2151,GRANA PADANO 28% POINTE 200G,3.71,PIECE,FROMAGES
50,2152,GRANA PADANO 1/8- LE KG,15.33,KG,FROMAGES
51,2153,PARMESAN BL REGGIANO (PCS+/- 1KG)- LE KG,18.89,KG,FROMAGES
52,2154,GRANA PADANO PETALE BARQ 500 G,8.31,BARQU,FROMAGES
53,2155,PARMESAN REGGIANO PETALE BARQ 500 G,13.43,BARQU,FROMAGES
54,2161,GRAN LEO SACHET 1KG,9.74,SACHE,FROMAGES
55,2163,PARMESAN REGGIANO RAPE 500G,12.33,SACHE,FROMAGES
56,2165,GRANA PADANO RAPE  BTE FER 1KG,16.73,BOITE,FROMAGES
57,2175,COMTE BLOC - LE KG,14.29,KG,FROMAGES
58,2180,BEAUFORT 1/8 - 45 % MG - LE KG,19.43,KG,FROMAGES
59,2190,ABONDANCE AOP TRADITION MEULE - LE KG,13.79,KG,FROMAGES
60,2200,ROQUEFORT PAIN 1/2 LUNE - LE KG,13.17,KG,FROMAGES
61,2205,ROQUEFORT DES 500G CROUZAT,9.01,BARQU,FROMAGES
62,2211,ROQUEFORT SOCIETE PORT 20 G X 8,4.54,PIECE,FROMAGES
63,2253,RACLETTE TRANCHEE PIECE 400G,3.5,PIECE,FROMAGES
64,2260,RACLETTE PASTEURISEE - KG,7.07,KG,FROMAGES
65,2261,RACLETTE LAIT CRU SAVOIE - KG,11.21,KG,FROMAGES
66,2262,RACLETTE LAIT CRU - KG,8.21,KG,FROMAGES
67,2300,MOZZARELLA 1KG - MAESTRELLA,6.23,PIECE,FROMAGES
68,2310,MOZZARELLA ITALIENNE 1 KG,7.17,PIECE,FROMAGES
69,2330,MOZZARELLA 10 X 125G,0.84,UNI,FROMAGES
70,2331,MOZZARELLA DI BUFFALA  12X125 G,1.86,UNI,FROMAGES
71,2332,MOZZA BURRATA 200 G X 6,3.3,UNI,FROMAGES
72,2334,MOZZA BURRATINA 120G X10,2.27,UNI,FROMAGES
73,2335,MOZZARELLA TR. RONDE 10 CM  1KG,8.6,BARQU,FROMAGES
74,2336,GOUDA TRANCHES 10X10 20G X50,8.29,BARQU,FROMAGES
75,2352,MOZZARELLA CERISE 8G POT 1KG,9.99,POT,FROMAGES
76,2353,MOZZARELLA CERISE 8G POT 500G,4.99,POT,FROMAGES
77,2381,MOZZARELLA COSS  MAES 2.5 KG,12.55,SAC,FROMAGES
78,2382,MOZZARELLA COSSETTE KAASB - SAC 2KG,9.76,SAC,FROMAGES
79,2384,MOZZARELLA MAESTRELLA RAPE 2.5 KG,12.55,SAC,FROMAGES
80,2385,MOZZA/EMMENT.EMANIO-SAC 2.5 KG,13.92,SAC,FROMAGES
81,2390,MOZZARELLA RAPEE CANTADORA - SAC 2.5KG,12.77,SAC,FROMAGES
82,2400,CHEVRE BUCHE 2 X 1 KG,9.99,UNI,FROMAGES
83,2410,CHEVRE BUCHETTE 180 G,1.83,PIECE,FROMAGES
84,2411,CHEVRE STE MAURE TOURAINE 220 G,7.49,PIECE,FROMAGES
85,2415,CHEVRE MELANGE GUSTINE 850GX2,6.84,UNI,FROMAGES
86,2425,MI CHEVRE BUCHETTE 180G MELUSINE,1.29,PIECE,FROMAGES
87,2430,TOAST O CHEVRE  750G (CHEVRE A TARTINER),11.76,BARQU,FROMAGES
88,2455,CROTTIN CHAVIGNOL AOP 60 G X 12,23.86,CAISS,FROMAGES
89,2469,CROTTIN TRAITEUR 60GX12 CAIS/ BOIS,11.61,CAISS,FROMAGES
90,2470,CROTTIN  AFFINE  60G X 15  BOIS,13.64,CAISS,FROMAGES
91,2471,CROTTIN BRASSERIE 80G X 12,17.46,CAISS,FROMAGES
92,2472,CROTTIN SPECIAL CUISSON 20 G X 24,12.19,CAISS,FROMAGES
93,2477,ST MARCELLIN AFF. 80G X 16 C/BOIS,13.91,CAISS,FROMAGES
94,2482,CHAPEL FOUR 45% 20 G X 12,3.9,BARQU,FROMAGES
95,2500,BRIE 60 % ENV. 3KG - LE KG,6.59,KG,FROMAGES
96,2510,BRIE DE MEAUX L.CRU 50% 1/2,12.79,KG,FROMAGES
97,2530,BRIE PIECE 1 KG,7.5,PIECE,FROMAGES
98,2540,LIVAROT AOP 40% 500G  - LA PIECE,9.08,PIECE,FROMAGES
99,2545,MUNSTER FERMIER 50% - LE KG,13.82,KG,FROMAGES
100,2550,CORSICA 48% - 500G,22.71,KG,FROMAGES
101,2560,PONT L EVEQUE 400 G,6.44,PIECE,FROMAGES
102,2570,CAMEMBERT NORMAND 20 % BTE BOIS,2.28,BOITE,FROMAGES
103,2571,CAMEMBERT AOP LAIT CRU 240G,2.99,BOITE,FROMAGES
104,2572,CAMEMBERT ENT. PRESIDENT 250G,2.66,BOITE,FROMAGES
105,2573,CAMEMBERT COEUR DE LION 250 G,2.58,BOITE,FROMAGES
106,2575,CAMEMBERT ENTIER 240 G,1.33,BOITE,FROMAGES
107,2581,CAMEMBERT 30 G X 8 PORT. PRESIDENT,2.29,BOITE,FROMAGES
108,2600,EDAM PAIN - LE KG,6.41,KG,FROMAGES
109,2631,GOUDA PORTIONS 30GX100 DOMALAIT,36.71,BOITE,FROMAGES
110,2640,CHEDDAR ROUGE BLOC - LE KG,9.89,KG,FROMAGES
111,2641,CHEDDAR RAPE SAC 1KG,8.85,SAC,FROMAGES
112,2650,CHEDDAR TOASTINETTE X 84 TRANCHES,6.2,PAQUE,FROMAGES
113,2700,BUCHE BLEUE - LE KG,7.79,KG,FROMAGES
114,2701,FOURME D'AMBERT CUBES 500G,7.75,PIECE,FROMAGES
115,2705,TENDRE BLEU 400 G,5.84,PIECE,FROMAGES
116,2710,BLEU D'AUVERGNE AOP 1/2 50% - LE KG,8.5,KG,FROMAGES
117,2715,FOURME D'AMBERT  - LE KG,8.85,KG,FROMAGES
118,2720,GORGONZOLA 1/8 - LE KG,9.91,KG,FROMAGES
119,2725,TOMMETTE DE BREBIS 800 G - LE KG,14.4,KG,FROMAGES
120,2726,FROMAGE DE PAYS VACHE  PIECE 400 G,3.68,PIECE,FROMAGES
121,2727,FROMAGE DE PAYS CHEVRE PIECE 400 G,6.03,PIECE,FROMAGES
122,2731,TOMME GRISE - LE KG,8.46,KG,FROMAGES
123,2739,TOMME DE BREBIS - LE KG,14.29,UNI,FROMAGES
124,2740,TOMME DE CHEVRE - LE KG,14.46,KG,FROMAGES
125,2741,TOMME VACHE TRUFFES NOIRES BLANCHES KG,56.64,KG,FROMAGES
126,2750,SBRINTZ 1/8 - LE KG,25.9,KG,FROMAGES
127,2760,SAINT NECTAIRE - LE KG,10.22,KG,FROMAGES
128,2762,MORBIER - LE KG,12.23,KG,FROMAGES
129,2765,MONT D'OR 500G - LA PIECE,7.25,PIECE,FROMAGES
130,2766,BOIS BLOND 55% 230G,2.74,PIECE,FROMAGES
131,2775,REBLOCHON - LA PIECE,5.94,PIECE,FROMAGES
132,2777,BRILLAT SAVARIN 500G,6.28,PIECE,FROMAGES
133,2800,RICOTTA 1.5 KG,6.5,PIECE,FROMAGES
134,2810,FETA CUBE 900G,12.24,BOITE,FROMAGES
135,2812,BROUSSE DE BREBIS PERAC 500G,5.24,BARQU,FROMAGES
136,2815,FETA BLOC - LE KG,12.12,KG,FROMAGES
137,2832,PHILADELPHIA NATURE - 1.65KG,18.02,BOITE,FROMAGES
138,2833,SAINT MORET NATURE - 1KG,14.21,BOITE,FROMAGES
139,2834,BOURSIN CUISINE AIL/FH 1KG,15.61,BOITE,FROMAGES
140,2835,SAINT MORET NATURE 25 G X 24,7.42,BARQU,FROMAGES
141,2850,MINI BABYBEL 22 G X 96,42.81,BOITE,FROMAGES
142,2854,KIRI 65 %  20 G X 80,24.24,BOITE,FROMAGES
143,2855,VACHE QUI RIT 17.5 G X 80,16.49,BOITE,FROMAGES
144,2859,VACHE QUI RIT BAC 1 KG,11.69,BAC,FROMAGES
145,2900,FROMAGE BLANC 40% SEAU 5 KG,11.24,SEAU,FROMAGES
146,2910,FROMAGE BLANC 20% POT 1 KG,2.46,POT,FROMAGES
147,2920,YAOURT POT VERRE PECHE 135GX2 DAN,1.57,PACK,FROMAGES
148,2921,YAOURT POT VERRE FRAISE 135GX2 DAN,1.59,PACK,FROMAGES
149,2922,YAOURT POT VERRE CITRON 125G X 4 LAITIER,2.39,PAQUE,FROMAGES
150,2923,YAOURT POT VERRE VANILL 125G X 4 LAITIER,2.44,PAQUE,FROMAGES
151,2930,ACTIVIA NATURE 125GX4  DANONE,2.63,PAQUE,FROMAGES
152,2932,YAOURT NATURE 125 G X 16 DANONE,4.23,PAQUE,FROMAGES
153,2935,SOJA SUN X 4,2.15,PAQUE,FROMAGES
154,2939,YAOURT A LA GRECQUE 4X150GR,2.7,PAQUE,FROMAGES
155,2940,YAOURT PANIER DE YOPLAIT 130G X 16,6.16,PAQUE,FROMAGES
156,2945,DANETTE 4 X 125G,2.29,PAQUE,FROMAGES
157,2946,FLANBY 100G X 4 NESTLE,1.74,PAQUE,FROMAGES
158,29123,YAOURT POT VERRE NATURE 135GX2 DAN,1.31,PACK,FROMAGES
159,999918,TOMME BREBIS CORSE OTTAVI KG,27.09,KG,FROMAGES
160,3010,CREME SUCREE VANILLEE 2L DEBIC,10.55,BOUTE,CREMERIE
161,3020,CREME UHT 30%  GERENTES - 1L,3.02,BRICK,CREMERIE
162,3021,CREME UHT 30% BAIGNES - 1L,3.65,BRICK,CREMERIE
163,3030,CREME UHT 35% VAL DE SAIRE  1L,3.65,BRICK,CREMERIE
164,3040,CREME EXCELLENCE ELLE & VIRE -1L,5.32,BRICK,CREMERIE
165,3051,CREME LIAISON FOISON 1L BLUE BAND 31 %,4.66,BOUTE,CREMERIE
166,3052,CREME VEGETOP 1L DEBIC,3.21,BOUTE,CREMERIE
167,3053,CREME VEGETOP SUCREE 1L DEBIC,4.13,BRICK,CREMERIE
168,3055,CREME SPEC. CUISSON CUISINEL -1L,3.17,BRICK,CREMERIE
169,3066,CREME UHT 35% GRAND FERMAGE 1L,3.98,BRICK,CREMERIE
170,3067,CREME UHT CUISSON 18% GRAND/F BLEUE - 1L,2.85,BRICK,CREMERIE
171,3068,CREME UHT TENUE ET FOISON 35 % 1L DEBIC,5.35,BRICK,CREMERIE
172,3070,CREME BRULEE  ELLE&VIRE 1L,6.12,BRICK,CREMERIE
173,3071,CREME BRULEE 1L DEBIC,5.89,BOUTE,CREMERIE
174,3075,CREME BRULEE MONTAIGU - 1L,5.85,BRICK,CREMERIE
175,3080,TIRAMISU ELLE & VIRE - 1L,7.2,BRICK,CREMERIE
176,3081,TIRAMISU PREPARATION 1L DEBIC,7.23,BOUTE,CREMERIE
177,3087,CREAM CHEESE POT 1KG  E&V,11.62,BOITE,CREMERIE
178,3088,PREP. CHEESECAKE UHT PRESIDENT-1L,6.98,BOITE,CREMERIE
179,3090,FAISSELLE 100 G X 4,1.91,PAQUE,CREMERIE
180,3100,CREME ANGLAISE 2L DEBIC,6.26,BOUTE,CREMERIE
181,3115,CREME ANGLAISE MONTAIGU - 1L,2.55,BRICK,CREMERIE
182,3200,CREME FRAICHE EPAISSE 30 % SEAU 5 L,17.75,SEAU,CREMERIE
183,3210,CREME FRAICHE EPAISSE 30%  MG  1KG,4.26,SEAU,CREMERIE
184,3400,CHANTIBIC BOMBE 700 ML DEBIC,7.17,BOUTE,CREMERIE
185,3450,PANNA COTTA 1 L DEBIC,5.7,BOUTE,CREMERIE
186,3451,PANNA COTTA ELLE & VIRE-1L,7.2,BRICK,CREMERIE
187,3452,CREME CARAMEL 1L DEBIC,5.16,BOUTE,CREMERIE
188,3500,GRATIN FRUIT SABAYON ELLE & VIRE-1L,8.28,BRICK,CREMERIE
189,3505,MOUSSE CHOC. NOIR YOPLAIT- 5L,18.69,SEAU,CREMERIE
190,3508,"MOUSSE CHOCOLAT YOPLAIT-2,5L",10.05,SEAU,CREMERIE
191,3510,MASCARPONE 500 G,3.93,BOITE,CREMERIE
192,4010,LAIT 1/2 ECR BRICK  1LX6,0.75,UNI,LAIT
193,4020,LAIT 1/2 ECR BOUT. BRIDEL 1LX6,1.3,UNI,LAIT
194,4050,LAIT ENTIER BRIDEL 1LX6,1.49,UNI,LAIT
195,4060,LAIT ENTIER BRICK 1LX6,0.93,UNI,LAIT
196,4200,LAIT POUDRE 1/2 EC.NESTLE  5 KG,54.3,SACHE,LAIT
197,4300,LAIT CONCENTRE NS 410 G,1.89,BOITE,LAIT
198,4350,LAIT CONCENTRE SUCRE 397G NESTLE,3.02,BOITE,LAIT
199,4400,LAIT GLORIA NS DOSES 7.5 G X 300,25.41,CARTO,LAIT
200,2742,SPECIALITÃ BASE BEURRE A LA TRUFFE 165G,16.0,PIECE,BEURRE ET MARGARINE
201,2743,BEURRE A LA TRUFFE 500G,43.16,PIECE,BEURRE ET MARGARINE
202,5010,BEURRE PLAQUETTE  250 G - LE KG,8.6,KG,BEURRE ET MARGARINE
203,5015,BEURRE 125 G PRESIDENT-LE KG,11.07,KG,BEURRE ET MARGARINE
204,5016,BEURRE 250G PRESIDENT- LE  KG,10.09,KG,BEURRE ET MARGARINE
205,5017,BEURRE DOUX AOP 2KG (CARTON 10KG),96.9,CARTO,BEURRE ET MARGARINE
206,5020,BEURRE ROULEAU 1KG,8.31,PIECE,BEURRE ET MARGARINE
207,5030,BEURRE MICROPAINS 10 G X 100,9.53,PIECE,BEURRE ET MARGARINE
208,5031,BEURRE MICROPAINS 1/2 SEL 10 G X 100,8.92,PIECE,BEURRE ET MARGARINE
209,5032,BEURRE COUPELLE AOP 25G X 48 ISIGNY,16.93,PIECE,BEURRE ET MARGARINE
210,5050,BEURRE CONVIETTE 15G X 30,8.57,PIECE,BEURRE ET MARGARINE
211,5051,BEURRE ECHIRE 30 G X 20 X 5 - CARTON,66.62,CARTO,BEURRE ET MARGARINE
212,5100,BEURRE 1/2 SEL PLAQ 250 G - LE KG,9.1,KG,BEURRE ET MARGARINE
213,5200,MARGARINE CUISINE 500G - BARQUETTE,1.35,BARQU,BEURRE ET MARGARINE
214,5205,SAINDOUX 250 G,1.93,PIECE,BEURRE ET MARGARINE
215,5300,TARTIMALIN DOUX BARQUETTE 1 KG,7.85,PIECE,BEURRE ET MARGARINE
216,6010,CHORIZO CULAR COUSU FORT - LE  KG,7.01,KG,CHARCUTERIE
217,6011,CHORIZO FORT PIECE 200 G,1.99,PIECE,CHARCUTERIE
218,6012,CHORIZO DOUX PIECE 200G,2.4,PIECE,CHARCUTERIE
219,6013,CHORIZO PIZZA PETITE TRANCHE 500G,5.49,BARQU,CHARCUTERIE
220,6014,CHORIZO EXTRA VELA GD TR  500G,4.85,BARQU,CHARCUTERIE
221,6015,FIGATELLI CORSE - LE KG,9.15,KG,CHARCUTERIE
222,6016,FIGATELLI CORSE PIECE (KG),18.57,KG,CHARCUTERIE
223,6021,MORTADELLE 60T - 2 X 250G,8.59,PIECE,CHARCUTERIE
224,6022,MORTADELLE SANGLIER TRUFFE KG,23.9,KG,CHARCUTERIE
225,6040,ROSETTE PP - LE KG,8.49,KG,CHARCUTERIE
226,6041,ROSETTE 10GX50 TR -  PAQUET 500 G,5.34,BARQU,CHARCUTERIE
227,6049,COPPA STAGIONATA KG,16.88,KG,CHARCUTERIE
228,6050,COPPA 1/2 - LE  KG,12.3,KG,CHARCUTERIE
229,6051,PANCETTA -  LE KG,11.56,KG,CHARCUTERIE
230,6052,COPPA TRANCHE 500 G,8.9,PIECE,CHARCUTERIE
231,6053,PANCETTA TRANCHEE 500 G,9.64,PIECE,CHARCUTERIE
232,6055,BRESAOLA 1/2  - LE  KG,32.74,KG,CHARCUTERIE
233,6090,MERGUEZ PRECUITES  1 KG,9.99,SACHE,CHARCUTERIE
234,6100,EPAULE CUITE DD STANDARD PIECE 5KG,24.8,PIECE,CHARCUTERIE
235,6225,JAMBON CUIT SUP DD NAVARRE  LE KG,5.86,KG,CHARCUTERIE
236,6230,JAMBON DD SUP 10TRX50G - LE PAQUET,4.27,PAQUE,CHARCUTERIE
237,6231,JAMBON SUP DD TORCHON 16TR 640 G,6.33,BARQU,CHARCUTERIE
238,6232,BLANC DE DINDE 40G X18TR,7.94,BARQU,CHARCUTERIE
239,6233,JAMBON DD SUP TORCH 20TRX40G,8.0,BARQU,CHARCUTERIE
240,6234,JAMBON DE DINDE RECT HALAL 3.63 KG,28.18,PIECE,CHARCUTERIE
241,6240,FAUSSE COUPE JAMBON PAQ 3KG,13.39,PAQUE,CHARCUTERIE
242,6241,CHUTE DE JAMBON - PAQUET 1 KG,4.94,PAQUE,CHARCUTERIE
243,6242,FAUSSE COUPE JAMBON PQT 2KG,9.37,PAQUE,CHARCUTERIE
244,6243,FAUSSE COUPE JAMBON AU KILO,4.72,KG,CHARCUTERIE
245,6290,RIBS PORC PREC MEXIC  600G - LE KG,10.82,KG,CHARCUTERIE
246,6300,LARDONS FUMES ALLUMETTES - 1 KG,6.17,BARQU,CHARCUTERIE
247,6301,LARDONS FUMES GROS - 1 KG,6.01,BARQU,CHARCUTERIE
248,6305,LARDONS SALES 1 KG,6.56,BARQU,CHARCUTERIE
249,6310,BACON 42 TR  -  PAQUET 500 G,5.86,PAQUE,CHARCUTERIE
250,6315,BACON FUME - LE KG,8.56,KG,CHARCUTERIE
251,6350,POITRINE FUMEE NÂ°1 - LE KG,6.25,KG,CHARCUTERIE
252,6352,POITRINE FUMEE TRANCHEE 500G,4.62,PIECE,CHARCUTERIE
253,6360,POITRINE SALEE NÂ°1 - LE KG,7.44,KG,CHARCUTERIE
254,6400,JAMBON CRU ITALIEN 6 KG - LE KG,8.73,KG,CHARCUTERIE
255,6401,JAMBON CRU SERRANO DEMI - LE KG,12.39,KG,CHARCUTERIE
256,6403,JAMBON CRU DI NORCIA IGP AVEC OS - KG,23.9,KG,CHARCUTERIE
257,6404,REGINA DI NORCIA CUISSE PORC MARINÃES KG,28.9,KG,CHARCUTERIE
258,6405,UMBRIACO CUISSE PORC MARINÃE VIN KG,28.9,KG,CHARCUTERIE
259,6406,GUANCIALE DI SUINO JOUE DE PORC KG,25.9,KG,CHARCUTERIE
260,6407,GRANTARTUFO JAMBON BLANC TRUFFE KG,39.9,KG,CHARCUTERIE
261,6420,SPECK 1/2 - LE KG,14.9,KG,CHARCUTERIE
262,6425,JAMBON CRU PAYS 25G X 20 - BARQUETTE,7.13,BARQU,CHARCUTERIE
263,6446,JAMBON DE PARME 20TX16 G -  PAQUET 320 G,11.0,BARQU,CHARCUTERIE
264,6450,JAMBON DE PARME S/OS  8 KG - LE KG,18.89,KG,CHARCUTERIE
265,6455,JAMBON SERRANO GAMBOA 30 TR - 500 G,7.99,BARQU,CHARCUTERIE
266,6456,JAMBON SERRANO TR - 500 G ARROYO,6.3,BARQU,CHARCUTERIE
267,6480,VIANDE DES GRISONS-  LE KG -,40.84,KG,CHARCUTERIE
268,6500,PATE DE CAMPAGNE PAIN 2 KG,8.4,PIECE,CHARCUTERIE
269,6520,PATE EN CROUTE RICHELIEU KG,7.95,KG,CHARCUTERIE
270,6600,SAUCISSE DE STRASBOURG - 1 KG,5.49,SACHE,CHARCUTERIE
271,6601,SAUCISSES DE FRANCFORT 1 KG,5.56,SACHE,CHARCUTERIE
272,6603,SAUCISSES HOT DOG 1.4KG,8.0,SACHE,CHARCUTERIE
273,6604,SAUCISSES FUMEE 120G X15 LE KG,5.7,KG,CHARCUTERIE
274,6606,SAUCISSON DE PORC TRUFFE PARMESAN KG,37.9,KG,CHARCUTERIE
275,6607,SAUCISSON AU FENOUIL KG,24.9,KG,CHARCUTERIE
276,6608,SAUCISSE DE SANGLIER TRUFFE S/V KG,49.9,KG,CHARCUTERIE
277,6609,SPIANATA DOUCE KG,14.9,KG,CHARCUTERIE
278,6610,SAUCISSE SECHE COURBE 300G,3.49,SACHE,CHARCUTERIE
279,6700,BL. FOIE GRAS CAN. MX 400 G,16.47,BOITE,CHARCUTERIE
280,6781,GRAISSE D OIE 4/4,5.56,BOITE,CHARCUTERIE
281,6782,GRAISSE CANARD 5/1,15.75,BOITE,CHARCUTERIE
282,6783,GRAISSE CANARD 4/4,5.18,BOITE,CHARCUTERIE
283,6810,MAGRET CANARD FUME TR 250G,10.27,PAQUE,CHARCUTERIE
284,6830,MAGRET DE CANARD CRU - LE  KG,17.5,KG,CHARCUTERIE
285,6851,GESIERS DE CANARD EMINCES 4/4,8.69,BOITE,CHARCUTERIE
286,6871,GESIERS DE DINDE EMINCES 4/4,5.86,BOITE,CHARCUTERIE
287,6890,CONFIT DE CANARD 12 CUISSES 5/1,34.99,BOITE,CHARCUTERIE
288,7100,OEUFS 53/63  CANADIENNE X 360,55.57,CARTO,OEUFS ET DERIVES
289,7105,OEUFS 63/73  CARTON X 180,29.67,CARTO,OEUFS ET DERIVES
290,7110,OEUFS 53/63  CARTON X 60,10.17,CARTO,OEUFS ET DERIVES
291,7115,OEUFS 53/63  CARTON X 90,14.4,CARTO,OEUFS ET DERIVES
292,7200,OEUFS ECALES X 40,10.39,SACHE,OEUFS ET DERIVES
293,7210,OEUFS ECALES SEAU X 150,31.38,SEAU,OEUFS ET DERIVES
294,7220,OEUF ECALE X 75,26.14,SEAU,OEUFS ET DERIVES
295,7300,OEUF ENTIER BIDON 2 L,7.89,BIDON,OEUFS ET DERIVES
296,7310,BLANC D'OEUF BIDON  1 L,4.17,BIDON,OEUFS ET DERIVES
297,7311,OEUFS ENTIERS LIQUIDES 1 KG,3.96,BIDON,OEUFS ET DERIVES
298,7320,JAUNE D'OEUF BIDON 1 L,6.19,BIDON,OEUFS ET DERIVES
299,7380,OEUFS POCHES X48,25.08,SACHE,OEUFS ET DERIVES
300,7500,OEUF NEIGE BARQUETTE 2.2 L,2.54,BARQU,OEUFS ET DERIVES
301,8809,SAUCE ANGLAISE - WORCESTERSHIRE - 300 ML,2.45,FLACO,SAUCES ET CONDIMENTS
302,8101,KETCHUP BIDON COLONA  5 L,8.22,BIDON,SAUCES ET CONDIMENTS
303,8102,KETCHUP HEINZ BID 5.7 KG,20.12,BIDON,SAUCES ET CONDIMENTS
304,8103,SAUCE CAESAR 3 L COLONA,12.2,BIDON,SAUCES ET CONDIMENTS
305,8106,KETCHUP PINGOUIN 5.5 KG LESIEUR,21.02,PINGO,SAUCES ET CONDIMENTS
306,8110,KETCHUPIER SOUPLE AMORA 485 G,2.52,FLACO,SAUCES ET CONDIMENTS
307,8111,SAUCE KETCHUP CALIFORNIA 970 ML,5.37,SQUEE,SAUCES ET CONDIMENTS
308,8113,KETCHUP FLACON SOUPLE 342 G HEINZ,2.15,FLACO,SAUCES ET CONDIMENTS
309,8120,KETCHUP HEINZ VERRE - 342 G,2.3,BOUTE,SAUCES ET CONDIMENTS
310,8125,KETCHUP SOUPLE HEINZ 910G,5.94,SQUEE,SAUCES ET CONDIMENTS
311,8129,KETCHUP DOSES X 600,25.0,CARTO,SAUCES ET CONDIMENTS
312,8130,KETCHUP DOSES 10 G X 500 - COLONA,19.48,CARTO,SAUCES ET CONDIMENTS
313,8132,KETCHUP DOSE 10ML X 200 HEINZ,13.85,CARTO,SAUCES ET CONDIMENTS
314,8135,KETCHUP POT VERRE HEINZ 33 ML X 80,47.46,CARTO,SAUCES ET CONDIMENTS
315,8140,KETCHUP 950 ML COLONA,3.05,SQUEE,SAUCES ET CONDIMENTS
316,8150,KETCHUP VOLPACK HEINZ-15KG,33.24,CARTO,SAUCES ET CONDIMENTS
317,8201,MAYONNAISE COLONA - SEAU 5 KG,8.95,SEAU,SAUCES ET CONDIMENTS
318,8203,MAYONNAISE HTE FERMETE LESIEUR SEAU 5KG,14.29,SEAU,SAUCES ET CONDIMENTS
319,8206,MAYONNAISE PINGOUIN 5 KG LESIEUR,21.41,PINGO,SAUCES ET CONDIMENTS
320,8210,MAYONNAISIER AMORA 395G,4.17,SQUEE,SAUCES ET CONDIMENTS
